636 , 9S , 4 , 4 , 4 , 4
637 , 9S , 3 , 3 , 3 , 3
638 , 9S , 2 , 2 , 2 , 2
639 , 9S , 1 , 1 , 1 , 1
640 , 9S , 4 , 4 , 4 , 4
641 , 9S , 3 , 3 , 3 , 3
642 , 9S , 2 , 2 , 2 , 2
643 , 9S , 1 , 1 , 1 , 1
644 , 9S , 4 , 4 , 4 , 4
645 , 9S , 3 , 3 , 3 , 3
646 , 9S , 2 , 2 , 2 , 2
647 , 9S , 1 , 1 , 1 , 1
648 , 9S , 4 , 4 , 4 , 4
649 , 9S , 3 , 3 , 3 , 3
650 , 9S , 2 , 2 , 2 , 2
651 , 9S , 1 , 1 , 1 , 1
652 , 9S , 4 , 4 , 4 , 4
653 , 9S , 3 , 3 , 3 , 3
654 , 9S , 2 , 2 , 2 , 2
655 , 9S , 1 , 1 , 1 , 1
656 , 9S , 4 , 4 , 4 , 4
657 , 9S , 3 , 3 , 3 , 3
658 , 9S , 2 , 2 , 2 , 2
659 , 9S , 1 , 1 , 1 , 1
660 , 9S , 4 , 4 , 4 , 4
661 , 9S , 3 , 3 , 3 , 3
662 , 9S , 2 , 2 , 2 , 2
663 , 9S , 1 , 1 , 1 , 1
664 , 9S , 4 , 4 , 4 , 4
665 , 9S , 3 , 3 , 3 , 3
666 , 9S , 2 , 2 , 2 , 2
667 , 9S , 1 , 1 , 1 , 1
668 , 9S , 4 , 4 , 4 , 4
669 , 9S , 3 , 3 , 3 , 3
670 , 9S , 2 , 2 , 2 , 2
671 , 9S , 1 , 1 , 1 , 1
672 , 9S , 4 , 4 , 4 , 4
673 , 9S , 3 , 3 , 3 , 3
674 , 9S , 2 , 2 , 2 , 2
675 , 9S , 1 , 1 , 1 , 1
676 , 9S , 4 , 4 , 4 , 4
677 , 9S , 3 , 3 , 3 , 3
678 , 9S , 2 , 2 , 2 , 2
679 , 9S , 1 , 1 , 1 , 1
680 , 9S , 4 , 4 , 4 , 4
681 , 9S , 3 , 3 , 3 , 3
682 , 9S , 2 , 2 , 2 , 2
683 , 9S , 1 , 1 , 1 , 1
684 , 9S , 4 , 4 , 4 , 4
685 , 9S , 3 , 3 , 3 , 3
686 , 9S , 2 , 2 , 2 , 2
687 , 9S , 1 , 1 , 1 , 1
688 , 9S , 4 , 4 , 4 , 4
689 , 9S , 3 , 3 , 3 , 3
690 , 9S , 2 , 2 , 2 , 2
691 , 9S , 1 , 1 , 1 , 1
692 , 9S , 4 , 4 , 4 , 4
693 , 9S , 3 , 3 , 3 , 3
694 , 9S , 2 , 2 , 2 , 2
695 , 9S , 1 , 1 , 1 , 1
696 , 9S , 4 , 4 , 4 , 4
697 , 9S , 3 , 3 , 3 , 3
698 , 9S , 2 , 2 , 2 , 2
699 , 9S , 1 , 1 , 1 , 1
700 , 9S , 4 , 4 , 4 , 4
701 , 9S , 3 , 3 , 3 , 3
702 , 9S , 2 , 2 , 2 , 2
703 , 9S , 1 , 1 , 1 , 1
704 , 9S , 4 , 4 , 4 , 4
705 , 9S , 3 , 3 , 3 , 3
706 , 9S , 2 , 2 , 2 , 2
707 , 9S , 1 , 1 , 1 , 1
708 , 9S , 4 , 4 , 4 , 4
709 , 9S , 3 , 3 , 3 , 3
710 , 9S , 2 , 2 , 2 , 2
711 , 9S , 1 , 1 , 1 , 1
712 , 9S , 4 , 4 , 4 , 4
713 , 9S , 3 , 3 , 3 , 3
714 , 9S , 2 , 2 , 2 , 2
715 , 9S , 1 , 1 , 1 , 1
716 , 9S , 4 , 4 , 4 , 4
717 , 9S , 3 , 3 , 3 , 3
718 , 9S , 2 , 2 , 2 , 2
719 , 9S , 1 , 1 , 1 , 1
720 , 10N , 4 , 4 , 4 , 4
721 , 10N , 3 , 3 , 3 , 3
722 , 10N , 2 , 2 , 2 , 2
723 , 10N , 1 , 1 , 1 , 1
724 , 10N , 4 , 4 , 4 , 4
725 , 10N , 3 , 3 , 3 , 3
726 , 10N , 2 , 2 , 2 , 2
727 , 10N , 1 , 1 , 1 , 1
728 , 10N , 4 , 4 , 4 , 4
729 , 10N , 3 , 3 , 3 , 3
730 , 10N , 2 , 2 , 2 , 2
731 , 10N , 1 , 1 , 1 , 1
732 , 10N , 4 , 4 , 4 , 4
733 , 10N , 3 , 3 , 3 , 3
734 , 10N , 2 , 2 , 2 , 2
735 , 10N , 1 , 1 , 1 , 1
736 , 10N , 4 , 4 , 4 , 4
737 , 10N , 3 , 3 , 3 , 3
738 , 10N , 2 , 2 , 2 , 2
739 , 10N , 1 , 1 , 1 , 1
740 , 10N , 4 , 4 , 4 , 4
741 , 10N , 3 , 3 , 3 , 3
742 , 10N , 2 , 2 , 2 , 2
743 , 10N , 1 , 1 , 1 , 1
744 , 10N , 4 , 4 , 4 , 4
745 , 10N , 3 , 3 , 3 , 3
746 , 10N , 2 , 2 , 2 , 2
747 , 10N , 1 , 1 , 1 , 1
748 , 10N , 4 , 4 , 4 , 4
749 , 10N , 3 , 3 , 3 , 3
750 , 10N , 2 , 2 , 2 , 2
751 , 10N , 1 , 1 , 1 , 1
752 , 10N , 4 , 4 , 4 , 4
753 , 10N , 3 , 3 , 3 , 3
754 , 10N , 2 , 2 , 2 , 2
755 , 10N , 1 , 1 , 1 , 1
756 , 10N , 4 , 4 , 4 , 4
757 , 10N , 3 , 3 , 3 , 3
758 , 10N , 2 , 2 , 2 , 2
759 , 10N , 1 , 1 , 1 , 1
760 , 10N , 4 , 4 , 4 , 4
761 , 10N , 3 , 3 , 3 , 3
762 , 10N , 2 , 2 , 2 , 2
763 , 10N , 1 , 1 , 1 , 1
764 , 10N , 4 , 4 , 4 , 4
765 , 10N , 3 , 3 , 3 , 3
766 , 10N , 2 , 2 , 2 , 2
767 , 10N , 1 , 1 , 1 , 1
768 , 10N , 4 , 4 , 4 , 4
769 , 10N , 3 , 3 , 3 , 3
770 , 10N , 2 , 2 , 2 , 2
771 , 10N , 1 , 1 , 1 , 1
772 , 10N , 4 , 4 , 4 , 4
773 , 10N , 3 , 3 , 3 , 3
774 , 10N , 2 , 2 , 2 , 2
775 , 10N , 1 , 1 , 1 , 1
776 , 10N , 4 , 4 , 4 , 4
777 , 10N , 3 , 3 , 3 , 3
778 , 10N , 2 , 2 , 2 , 2
779 , 10N , 1 , 1 , 1 , 1
780 , 10N , 4 , 4 , 4 , 4
781 , 10N , 3 , 3 , 3 , 3
782 , 10N , 2 , 2 , 2 , 2
783 , 10N , 1 , 1 , 1 , 1
784 , 10N , 4 , 4 , 4 , 4
785 , 10N , 3 , 3 , 3 , 3
786 , 10N , 2 , 2 , 2 , 2
787 , 10N , 1 , 1 , 1 , 1
788 , 10N , 4 , 4 , 4 , 4
789 , 10N , 3 , 3 , 3 , 3
790 , 10N , 2 , 2 , 2 , 2
791 , 10N , 1 , 1 , 1 , 1
792 , 10N , 4 , 4 , 4 , 4
793 , 10N , 3 , 3 , 3 , 3
794 , 10N , 2 , 2 , 2 , 2
795 , 10N , 1 , 1 , 1 , 1
796 , 10N , 4 , 4 , 4 , 4
797 , 10N , 3 , 3 , 3 , 3
798 , 10N , 2 , 2 , 2 , 2
799 , 10N , 1 , 1 , 1 , 1
800 , 10N , 4 , 4 , 4 , 4
801 , 10N , 3 , 3 , 3 , 3
802 , 10N , 2 , 2 , 2 , 2
803 , 10N , 1 , 1 , 1 , 1
804 , 10N , 4 , 4 , 4 , 4
805 , 10N , 3 , 3 , 3 , 3
806 , 10N , 2 , 2 , 2 , 2
807 , 10N , 1 , 1 , 1 , 1
808 , 10N , 4 , 4 , 4 , 4
809 , 10N , 3 , 3 , 3 , 3
810 , 10N , 2 , 2 , 2 , 2
811 , 10N , 1 , 1 , 1 , 1
812 , 10N , 4 , 4 , 4 , 4
813 , 10N , 3 , 3 , 3 , 3
814 , 10N , 2 , 2 , 2 , 2
815 , 10N , 1 , 1 , 1 , 1
816 , 10N , 4 , 4 , 4 , 4
817 , 10N , 3 , 3 , 3 , 3
818 , 10N , 2 , 2 , 2 , 2
819 , 10N , 1 , 1 , 1 , 1
820 , 10N , 4 , 4 , 4 , 4
821 , 10N , 3 , 3 , 3 , 3
822 , 10N , 2 , 2 , 2 , 2
823 , 10N , 1 , 1 , 1 , 1
824 , 10N , 4 , 4 , 4 , 4
825 , 10N , 3 , 3 , 3 , 3
826 , 10N , 2 , 2 , 2 , 2
827 , 10N , 1 , 1 , 1 , 1
828 , 10N , 4 , 4 , 4 , 4
829 , 10N , 3 , 3 , 3 , 3
830 , 10N , 2 , 2 , 2 , 2
831 , 10N , 1 , 1 , 1 , 1
832 , 10N , 4 , 4 , 4 , 4
833 , 10N , 3 , 3 , 3 , 3
834 , 10N , 2 , 2 , 2 , 2
835 , 10N , 1 , 1 , 1 , 1
836 , 10N , 4 , 4 , 4 , 4
837 , 10N , 3 , 3 , 3 , 3
838 , 10N , 2 , 2 , 2 , 2
839 , 10N , 1 , 1 , 1 , 1
840 , 10S , 4 , 4 , 4 , 4
841 , 10S , 3 , 3 , 3 , 3
842 , 10S , 2 , 2 , 2 , 2
843 , 10S , 1 , 1 , 1 , 1
844 , 10S , 4 , 4 , 4 , 4
845 , 10S , 3 , 3 , 3 , 3
846 , 10S , 2 , 2 , 2 , 2
847 , 10S , 1 , 1 , 1 , 1
848 , 10S , 4 , 4 , 4 , 4
849 , 10S , 3 , 3 , 3 , 3
850 , 10S , 2 , 2 , 2 , 2
851 , 10S , 1 , 1 , 1 , 1
852 , 10S , 4 , 4 , 4 , 4
853 , 10S , 3 , 3 , 3 , 3
854 , 10S , 2 , 2 , 2 , 2
855 , 10S , 1 , 1 , 1 , 1
856 , 10S , 4 , 4 , 4 , 4
857 , 10S , 3 , 3 , 3 , 3
858 , 10S , 2 , 2 , 2 , 2
859 , 10S , 1 , 1 , 1 , 1
860 , 10S , 4 , 4 , 4 , 4
861 , 10S , 3 , 3 , 3 , 3
862 , 10S , 2 , 2 , 2 , 2
863 , 10S , 1 , 1 , 1 , 1
864 , 10S , 4 , 4 , 4 , 4
865 , 10S , 3 , 3 , 3 , 3
866 , 10S , 2 , 2 , 2 , 2
867 , 10S , 1 , 1 , 1 , 1
868 , 10S , 4 , 4 , 4 , 4
869 , 10S , 3 , 3 , 3 , 3
870 , 10S , 2 , 2 , 2 , 2
871 , 10S , 1 , 1 , 1 , 1
872 , 10S , 4 , 4 , 4 , 4
873 , 10S , 3 , 3 , 3 , 3
874 , 10S , 2 , 2 , 2 , 2
875 , 10S , 1 , 1 , 1 , 1
876 , 10S , 4 , 4 , 4 , 4
877 , 10S , 3 , 3 , 3 , 3
878 , 10S , 2 , 2 , 2 , 2
879 , 10S , 1 , 1 , 1 , 1
880 , 10S , 4 , 4 , 4 , 4
881 , 10S , 3 , 3 , 3 , 3
882 , 10S , 2 , 2 , 2 , 2
883 , 10S , 1 , 1 , 1 , 1
884 , 10S , 4 , 4 , 4 , 4
885 , 10S , 3 , 3 , 3 , 3
886 , 10S , 2 , 2 , 2 , 2
887 , 10S , 1 , 1 , 1 , 1
888 , 10S , 4 , 4 , 4 , 4
889 , 10S , 3 , 3 , 3 , 3
890 , 10S , 2 , 2 , 2 , 2
891 , 10S , 1 , 1 , 1 , 1
892 , 10S , 4 , 4 , 4 , 4
893 , 10S , 3 , 3 , 3 , 3
894 , 10S , 2 , 2 , 2 , 2
895 , 10S , 1 , 1 , 1 , 1
896 , 10S , 4 , 4 , 4 , 4
897 , 10S , 3 , 3 , 3 , 3
898 , 10S , 2 , 2 , 2 , 2
899 , 10S , 1 , 1 , 1 , 1
900 , 10S , 4 , 4 , 4 , 4
901 , 10S , 3 , 3 , 3 , 3
902 , 10S , 2 , 2 , 2 , 2
903 , 10S , 1 , 1 , 1 , 1
904 , 10S , 4 , 4 , 4 , 4
905 , 10S , 3 , 3 , 3 , 3
906 , 10S , 2 , 2 , 2 , 2
907 , 10S , 1 , 1 , 1 , 1
908 , 10S , 4 , 4 , 4 , 4
909 , 10S , 3 , 3 , 3 , 3
910 , 10S , 2 , 2 , 2 , 2
911 , 10S , 1 , 1 , 1 , 1
912 , 10S , 4 , 4 , 4 , 4
913 , 10S , 3 , 3 , 3 , 3
914 , 10S , 2 , 2 , 2 , 2
915 , 10S , 1 , 1 , 1 , 1
916 , 10S , 4 , 4 , 4 , 4
917 , 10S , 3 , 3 , 3 , 3
918 , 10S , 2 , 2 , 2 , 2
919 , 10S , 1 , 1 , 1 , 1
920 , 10S , 4 , 4 , 4 , 4
921 , 10S , 3 , 3 , 3 , 3
922 , 10S , 2 , 2 , 2 , 2
923 , 10S , 1 , 1 , 1 , 1
924 , 10S , 4 , 4 , 4 , 4
925 , 10S , 3 , 3 , 3 , 3
926 , 10S , 2 , 2 , 2 , 2
927 , 10S , 1 , 1 , 1 , 1
928 , 10S , 4 , 4 , 4 , 4
929 , 10S , 3 , 3 , 3 , 3
930 , 10S , 2 , 2 , 2 , 2
931 , 10S , 1 , 1 , 1 , 1
932 , 10S , 4 , 4 , 4 , 4
933 , 10S , 3 , 3 , 3 , 3
934 , 10S , 2 , 2 , 2 , 2
935 , 10S , 1 , 1 , 1 , 1
936 , 10S , 4 , 4 , 4 , 4
937 , 10S , 3 , 3 , 3 , 3
938 , 10S , 2 , 2 , 2 , 2
939 , 10S , 1 , 1 , 1 , 1
940 , 10S , 4 , 4 , 4 , 4
941 , 10S , 3 , 3 , 3 , 3
942 , 10S , 2 , 2 , 2 , 2
943 , 10S , 1 , 1 , 1 , 1
944 , 10S , 4 , 4 , 4 , 4
945 , 10S , 3 , 3 , 3 , 3
946 , 10S , 2 , 2 , 2 , 2
947 , 10S , 1 , 1 , 1 , 1
948 , 10S , 4 , 4 , 4 , 4
949 , 10S , 3 , 3 , 3 , 3
950 , 10S , 2 , 2 , 2 , 2
951 , 10S , 1 , 1 , 1 , 1
952 , 10S , 4 , 4 , 4 , 4
953 , 10S , 3 , 3 , 3 , 3
954 , 10S , 2 , 2 , 2 , 2
955 , 10S , 1 , 1 , 1 , 1
956 , 10S , 4 , 4 , 4 , 4
957 , 10S , 3 , 3 , 3 , 3
958 , 10S , 2 , 2 , 2 , 2
959 , 10S , 1 , 1 , 1 , 1
960 , 11N , 4 , 4 , 4 , 4
961 , 11N , 3 , 3 , 3 , 3
962 , 11N , 2 , 2 , 2 , 2
963 , 11N , 1 , 1 , 1 , 1
964 , 11N , 4 , 4 , 4 , 4
965 , 11N , 3 , 3 , 3 , 3
966 , 11N , 2 , 2 , 2 , 2
967 , 11N , 1 , 1 , 1 , 1
968 , 11N , 4 , 4 , 4 , 4
969 , 11N , 3 , 3 , 3 , 3
970 , 11N , 2 , 2 , 2 , 2
971 , 11N , 1 , 1 , 1 , 1
972 , 11N , 4 , 4 , 4 , 4
973 , 11N , 3 , 3 , 3 , 3
974 , 11N , 2 , 2 , 2 , 2
975 , 11N , 1 , 1 , 1 , 1
976 , 11N , 4 , 4 , 4 , 4
977 , 11N , 3 , 3 , 3 , 3
978 , 11N , 2 , 2 , 2 , 2
979 , 11N , 1 , 1 , 1 , 1
980 , 11N , 4 , 4 , 4 , 4
981 , 11N , 3 , 3 , 3 , 3
982 , 11N , 2 , 2 , 2 , 2
983 , 11N , 1 , 1 , 1 , 1
984 , 11N , 4 , 4 , 4 , 4
985 , 11N , 3 , 3 , 3 , 3
986 , 11N , 2 , 2 , 2 , 2
987 , 11N , 1 , 1 , 1 , 1
988 , 11N , 4 , 4 , 4 , 4
989 , 11N , 3 , 3 , 3 , 3
990 , 11N , 2 , 2 , 2 , 2
991 , 11N , 1 , 1 , 1 , 1
992 , 11N , 4 , 4 , 4 , 4
993 , 11N , 3 , 3 , 3 , 3
994 , 11N , 2 , 2 , 2 , 2
995 , 11N , 1 , 1 , 1 , 1
996 , 11N , 4 , 4 , 4 , 4
997 , 11N , 3 , 3 , 3 , 3
998 , 11N , 2 , 2 , 2 , 2
999 , 11N , 1 , 1 , 1 , 1
1000 , 11N , 4 , 4 , 4 , 4
1001 , 11N , 3 , 3 , 3 , 3
1002 , 11N , 2 , 2 , 2 , 2
1003 , 11N , 1 , 1 , 1 , 1
1004 , 11N , 4 , 4 , 4 , 4
1005 , 11N , 3 , 3 , 3 , 3
1006 , 11N , 2 , 2 , 2 , 2
1007 , 11N , 1 , 1 , 1 , 1
1008 , 11N , 4 , 4 , 4 , 4
1009 , 11N , 3 , 3 , 3 , 3
1010 , 11N , 2 , 2 , 2 , 2
1011 , 11N , 1 , 1 , 1 , 1
1012 , 11N , 4 , 4 , 4 , 4
1013 , 11N , 3 , 3 , 3 , 3
1014 , 11N , 2 , 2 , 2 , 2
1015 , 11N , 1 , 1 , 1 , 1
1016 , 11N , 4 , 4 , 4 , 4
1017 , 11N , 3 , 3 , 3 , 3
1018 , 11N , 2 , 2 , 2 , 2
1019 , 11N , 1 , 1 , 1 , 1
1020 , 11N , 4 , 4 , 4 , 4
1021 , 11N , 3 , 3 , 3 , 3
1022 , 11N , 2 , 2 , 2 , 2
1023 , 11N , 1 , 1 , 1 , 1
1024 , 11N , 4 , 4 , 4 , 4
1025 , 11N , 3 , 3 , 3 , 3
1026 , 11N , 2 , 2 , 2 , 2
1027 , 11N , 1 , 1 , 1 , 1
1028 , 11N , 4 , 4 , 4 , 4
1029 , 11N , 3 , 3 , 3 , 3
1030 , 11N , 2 , 2 , 2 , 2
1031 , 11N , 1 , 1 , 1 , 1
1032 , 11N , 4 , 4 , 4 , 4
1033 , 11N , 3 , 3 , 3 , 3
1034 , 11N , 2 , 2 , 2 , 2
1035 , 11N , 1 , 1 , 1 , 1
1036 , 11N , 4 , 4 , 4 , 4
1037 , 11N , 3 , 3 , 3 , 3
1038 , 11N , 2 , 2 , 2 , 2
1039 , 11N , 1 , 1 , 1 , 1
1040 , 11N , 4 , 4 , 4 , 4
1041 , 11N , 3 , 3 , 3 , 3
1042 , 11N , 2 , 2 , 2 , 2
1043 , 11N , 1 , 1 , 1 , 1
1044 , 11N , 4 , 4 , 4 , 4
1045 , 11N , 3 , 3 , 3 , 3
1046 , 11N , 2 , 2 , 2 , 2
1047 , 11N , 1 , 1 , 1 , 1
1048 , 11N , 4 , 4 , 4 , 4
1049 , 11N , 3 , 3 , 3 , 3
1050 , 11N , 2 , 2 , 2 , 2
1051 , 11N , 1 , 1 , 1 , 1
1052 , 11N , 4 , 4 , 4 , 4
1053 , 11N , 3 , 3 , 3 , 3
1054 , 11N , 2 , 2 , 2 , 2
1055 , 11N , 1 , 1 , 1 , 1
1056 , 11N , 4 , 4 , 4 , 4
1057 , 11N , 3 , 3 , 3 , 3
1058 , 11N , 2 , 2 , 2 , 2
1059 , 11N , 1 , 1 , 1 , 1
1060 , 11N , 4 , 4 , 4 , 4
1061 , 11N , 3 , 3 , 3 , 3
1062 , 11N , 2 , 2 , 2 , 2
1063 , 11N , 1 , 1 , 1 , 1
1064 , 11N , 4 , 4 , 4 , 4
1065 , 11N , 3 , 3 , 3 , 3
1066 , 11N , 2 , 2 , 2 , 2
1067 , 11N , 1 , 1 , 1 , 1
1068 , 11N , 4 , 4 , 4 , 4
1069 , 11N , 3 , 3 , 3 , 3
1070 , 11N , 2 , 2 , 2 , 2
1071 , 11N , 1 , 1 , 1 , 1
1072 , 11N , 4 , 4 , 4 , 4
1073 , 11N , 3 , 3 , 3 , 3
1074 , 11N , 2 , 2 , 2 , 2
1075 , 11N , 1 , 1 , 1 , 1
1076 , 11N , 4 , 4 , 4 , 4
1077 , 11N , 3 , 3 , 3 , 3
1078 , 11N , 2 , 2 , 2 , 2
1079 , 11N , 1 , 1 , 1 , 1
1080 , 11S , 4 , 4 , 4 , 4
1081 , 11S , 3 , 3 , 3 , 3
1082 , 11S , 2 , 2 , 2 , 2
1083 , 11S , 1 , 1 , 1 , 1
1084 , 11S , 4 , 4 , 4 , 4
1085 , 11S , 3 , 3 , 3 , 3
1086 , 11S , 2 , 2 , 2 , 2
1087 , 11S , 1 , 1 , 1 , 1
1088 , 11S , 4 , 4 , 4 , 4
1089 , 11S , 3 , 3 , 3 , 3
1090 , 11S , 2 , 2 , 2 , 2
1091 , 11S , 1 , 1 , 1 , 1
1092 , 11S , 4 , 4 , 4 , 4
1093 , 11S , 3 , 3 , 3 , 3
1094 , 11S , 2 , 2 , 2 , 2
1095 , 11S , 1 , 1 , 1 , 1
1096 , 11S , 4 , 4 , 4 , 4
1097 , 11S , 3 , 3 , 3 , 3
1098 , 11S , 2 , 2 , 2 , 2
1099 , 11S , 1 , 1 , 1 , 1
1100 , 11S , 4 , 4 , 4 , 4
1101 , 11S , 3 , 3 , 3 , 3
1102 , 11S , 2 , 2 , 2 , 2
1103 , 11S , 1 , 1 , 1 , 1
1104 , 11S , 4 , 4 , 4 , 4
1105 , 11S , 3 , 3 , 3 , 3
1106 , 11S , 2 , 2 , 2 , 2
1107 , 11S , 1 , 1 , 1 , 1
1108 , 11S , 4 , 4 , 4 , 4
1109 , 11S , 3 , 3 , 3 , 3
1110 , 11S , 2 , 2 , 2 , 2
1111 , 11S , 1 , 1 , 1 , 1
1112 , 11S , 4 , 4 , 4 , 4
1113 , 11S , 3 , 3 , 3 , 3
1114 , 11S , 2 , 2 , 2 , 2
1115 , 11S , 1 , 1 , 1 , 1
1116 , 11S , 4 , 4 , 4 , 4
1117 , 11S , 3 , 3 , 3 , 3
1118 , 11S , 2 , 2 , 2 , 2
1119 , 11S , 1 , 1 , 1 , 1
1120 , 11S , 4 , 4 , 4 , 4
1121 , 11S , 3 , 3 , 3 , 3
1122 , 11S , 2 , 2 , 2 , 2
1123 , 11S , 1 , 1 , 1 , 1
1124 , 11S , 4 , 4 , 4 , 4
1125 , 11S , 3 , 3 , 3 , 3
1126 , 11S , 2 , 2 , 2 , 2
1127 , 11S , 1 , 1 , 1 , 1
1128 , 11S , 4 , 4 , 4 , 4
1129 , 11S , 3 , 3 , 3 , 3
1130 , 11S , 2 , 2 , 2 , 2
1131 , 11S , 1 , 1 , 1 , 1
1132 , 11S , 4 , 4 , 4 , 4
1133 , 11S , 3 , 3 , 3 , 3
1134 , 11S , 2 , 2 , 2 , 2
1135 , 11S , 1 , 1 , 1 , 1
1136 , 11S , 4 , 4 , 4 , 4
1137 , 11S , 3 , 3 , 3 , 3
1138 , 11S , 2 , 2 , 2 , 2
1139 , 11S , 1 , 1 , 1 , 1
1140 , 11S , 4 , 4 , 4 , 4
1141 , 11S , 3 , 3 , 3 , 3
1142 , 11S , 2 , 2 , 2 , 2
1143 , 11S , 1 , 1 , 1 , 1
1144 , 11S , 4 , 4 , 4 , 4
1145 , 11S , 3 , 3 , 3 , 3
1146 , 11S , 2 , 2 , 2 , 2
1147 , 11S , 1 , 1 , 1 , 1
1148 , 11S , 4 , 4 , 4 , 4
1149 , 11S , 3 , 3 , 3 , 3
1150 , 11S , 2 , 2 , 2 , 2
1151 , 11S , 1 , 1 , 1 , 1
1152 , 11S , 4 , 4 , 4 , 4
1153 , 11S , 3 , 3 , 3 , 3
1154 , 11S , 2 , 2 , 2 , 2
1155 , 11S , 1 , 1 , 1 , 1
1156 , 11S , 4 , 4 , 4 , 4
1157 , 11S , 3 , 3 , 3 , 3
1158 , 11S , 2 , 2 , 2 , 2
1159 , 11S , 1 , 1 , 1 , 1
1160 , 11S , 4 , 4 , 4 , 4
1161 , 11S , 3 , 3 , 3 , 3
1162 , 11S , 2 , 2 , 2 , 2
1163 , 11S , 1 , 1 , 1 , 1
1164 , 11S , 4 , 4 , 4 , 4
1165 , 11S , 3 , 3 , 3 , 3
1166 , 11S , 2 , 2 , 2 , 2
1167 , 11S , 1 , 1 , 1 , 1
1168 , 11S , 4 , 4 , 4 , 4
1169 , 11S , 3 , 3 , 3 , 3
1170 , 11S , 2 , 2 , 2 , 2
1171 , 11S , 1 , 1 , 1 , 1
1172 , 11S , 4 , 4 , 4 , 4
1173 , 11S , 3 , 3 , 3 , 3
1174 , 11S , 2 , 2 , 2 , 2
1175 , 11S , 1 , 1 , 1 , 1
1176 , 11S , 4 , 4 , 4 , 4
1177 , 11S , 3 , 3 , 3 , 3
1178 , 11S , 2 , 2 , 2 , 2
1179 , 11S , 1 , 1 , 1 , 1
1180 , 11S , 4 , 4 , 4 , 4
1181 , 11S , 3 , 3 , 3 , 3
1182 , 11S , 2 , 2 , 2 , 2
1183 , 11S , 1 , 1 , 1 , 1
1184 , 11S , 4 , 4 , 4 , 4
1185 , 11S , 3 , 3 , 3 , 3
1186 , 11S , 2 , 2 , 2 , 2
1187 , 11S , 1 , 1 , 1 , 1
1188 , 11S , 4 , 4 , 4 , 4
1189 , 11S , 3 , 3 , 3 , 3
1190 , 11S , 2 , 2 , 2 , 2
1191 , 11S , 1 , 1 , 1 , 1
1192 , 11S , 4 , 4 , 4 , 4
1193 , 11S , 3 , 3 , 3 , 3
1194 , 11S , 2 , 2 , 2 , 2
1195 , 11S , 1 , 1 , 1 , 1
1196 , 11S , 4 , 4 , 4 , 4
1197 , 11S , 3 , 3 , 3 , 3
1198 , 11S , 2 , 2 , 2 , 2
1199 , 11S , 1 , 1 , 1 , 1
